loc_code,general_hh_apt_inc,foreign_hh_apt_inc,demolished_apt_inc,natural_demand,internal_invest_demand,avg_trade_price_y3,multi_homeowner_inc_y3,local_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y3,internal_invest_demand_y1,internal_invest_demand_y2,external_invest_demand,absorbed_supply_y3,nonlocal_buyer_ratio_y3,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,total_invest_demand,new_demand_volume,own_hh_apt_move_demand,py_bprice_y3,bprice_threshold_ratio,income_quintile,own_hh_ratio,own_move_plan_yn,rent_hh_apt_move_demand,rent_hh_ratio,rent_move_plan_yn,nonapt_move_demand,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,total_move_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,hh_increase_demand,unsold_level_ratio,unsold_level_adj_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,supply_demand_grade,base_date
46900,10,1,0,11,,677,8,0.92,0.5,,,,0,0.08,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,9.04,0.4,0.6,0,17,0.3,-7,0.7,0,0.0,1.0,,0,0,,C,202605
46910,0,0,0,0,,0,156,0.75,0.5,,,,0,0.25,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,256.88,0.4,0.6,0,0,0.3,0,0.7,0,0.0,1.0,,0,0,,C,202605
47000,6072,199,284,6555,423,645,5573,0.72,0.5,30,337,293,9919,0.28,0.5,85,169,716,7271,2516,1422,0.55,0.69,0.74,0.05,1034,0.26,0.2,807,0.95,0.4,0.6,4357,8449,0.3,-1895,0.7,834,0.01,0.8,573,5764,5100,0.88,A,202605
47111,552,13,40,605,10,666,151,0.68,0.5,-12,22,43,999,0.32,0.5,0,66,53,658,203,1682,0.55,0.62,0.74,0.05,50,0.26,0.2,40,0.66,0.4,0.6,294,937,0.3,-333,0.7,30,0.0,1.0,53,377,889,2.36,C,202605
47113,1469,10,28,1506,,618,865,0.66,0.5,,,,200,0.34,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.37,0.4,0.6,0,1300,0.3,206,0.7,0,0.0,1.0,,0,552,,C,202605
47130,577,20,76,673,,645,340,0.73,0.5,,,,721,0.27,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.05,0.4,0.6,0,681,0.3,-7,0.7,0,0.01,0.6,,0,76,,C,202605
47150,376,14,0,390,34,687,304,0.8,0.5,8,33,8,189,0.2,0.5,6,9,42,432,226,1361,0.55,0.71,0.74,0.05,173,0.26,0.2,89,0.93,0.4,0.6,488,443,0.3,-54,0.7,68,0.01,0.8,34,589,116,0.2,S,202605
47170,386,11,0,397,47,713,534,0.77,0.5,1,30,31,1165,0.23,0.5,20,0,78,475,201,1330,0.55,0.71,0.74,0.05,150,0.26,0.2,81,0.96,0.4,0.6,432,552,0.3,-156,0.7,40,0.0,1.0,78,551,683,1.24,B,202605
47190,1851,24,140,2015,32,617,448,0.78,0.5,-7,32,78,5237,0.22,0.5,-11,9,110,2125,507,1513,0.55,0.71,0.74,0.05,112,0.26,0.2,49,0.33,0.4,0.6,668,2017,0.3,-2,0.7,429,0.01,0.8,88,1185,1984,1.67,C,202605
47210,131,4,0,135,31,676,309,0.8,0.5,9,25,13,445,0.2,0.5,16,1,44,179,75,1377,0.55,0.68,0.74,0.05,41,0.26,0.2,38,1.35,0.4,0.6,153,239,0.3,-104,0.7,-1,0.0,1.0,44,197,403,2.05,C,202605
