loc_code,general_hh_apt_inc,foreign_hh_apt_inc,demolished_apt_inc,natural_demand,internal_invest_demand,avg_trade_price_y3,multi_homeowner_inc_y3,local_buyer_ratio_y3,internal_invest_demand_3yr_wgt_y3,internal_invest_demand_y1,internal_invest_demand_y2,external_invest_demand,absorbed_supply_y3,nonlocal_buyer_ratio_y3,external_invest_demand_3yr_wgt_y3,external_invest_demand_y1,external_invest_demand_y2,total_invest_demand,new_demand_volume,own_hh_apt_move_demand,py_bprice_y3,bprice_threshold_ratio,income_quintile,own_hh_ratio,own_move_plan_yn,rent_hh_apt_move_demand,rent_hh_ratio,rent_move_plan_yn,nonapt_move_demand,nonapt_hh_ratio,nonapt_move_plan_yn,nonapt_price_adj,total_move_demand,single_and_foreign_hh_inc,single_foreign_own_occ_ratio,multi_hh_and_demolished_hh_inc,multi_demolished_own_occ_ratio,hh_increase_demand,unsold_level_ratio,unsold_level_adj_ratio,total_invest_demand_eff,effective_demand,supply_volume_3y,effective_demand_to_supply,supply_demand_grade,base_date
41590,12656,114,0,12770,191,1785,434,0.65,0.5,67,352,726,6211,0.35,0.5,852,142,917,13687,4547,1643,0.55,0.75,0.74,0.05,4400,0.26,0.2,455,0.21,0.4,0.6,9402,6313,0.3,6457,0.7,4810,0.0,1.0,917,15129,5524,0.37,S,202607
41610,1490,12,0,1502,46,1309,471,0.54,0.5,-3,66,103,1342,0.46,0.5,12,112,149,1651,524,2186,0.55,0.51,0.74,0.05,162,0.26,0.2,245,1.49,0.4,0.6,931,861,0.3,641,0.7,361,0.0,1.0,149,1440,923,0.64,A,202607
41630,5050,30,0,5080,116,993,483,0.52,0.5,23,241,495,5488,0.48,0.5,196,419,610,5690,789,1498,0.55,0.66,0.74,0.05,334,0.26,0.2,73,0.27,0.4,0.6,1196,2156,0.3,2924,0.7,1778,0.02,0.4,244,3218,4537,1.41,B,202607
41650,231,13,0,244,,696,240,0.62,0.5,,,,0,0.38,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.6,0.4,0.6,0,297,0.3,-53,0.7,0,0.0,1.0,,0,281,,C,202607
41670,405,7,0,412,37,779,306,0.65,0.5,19,41,27,485,0.35,0.5,0,39,64,476,94,1551,0.55,0.62,0.74,0.05,85,0.26,0.2,74,1.72,0.4,0.6,253,297,0.3,116,0.7,105,0.01,0.6,38,397,504,1.27,B,202607
41800,44,2,0,46,,653,90,0.63,0.5,,,,4,0.37,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.07,0.4,0.6,0,77,0.3,-31,0.7,0,0.0,1.0,,0,33,,C,202607
41820,116,1,0,118,24,770,257,0.63,0.5,9,18,17,43,0.37,0.5,0,47,41,158,35,1399,0.55,0.61,0.74,0.05,0,0.26,0.2,30,3.54,0.4,0.6,65,101,0.3,17,0.7,26,0.02,0.4,16,107,311,2.89,C,202607
41830,265,2,0,267,66,1121,427,0.58,0.5,26,87,22,122,0.42,0.5,1,47,87,354,102,1664,0.55,0.57,0.74,0.05,6,0.26,0.2,108,4.17,0.4,0.6,216,145,0.3,122,0.7,73,0.02,0.4,35,325,348,1.07,B,202607
51000,6546,149,0,6694,343,763,2338,0.72,0.5,176,407,286,4652,0.28,0.5,254,259,629,7324,2051,1434,0.55,0.67,0.74,0.05,1042,0.26,0.2,538,0.72,0.4,0.6,3631,6668,0.3,26,0.7,1353,0.01,0.8,503,5487,6096,1.11,B,202607
51110,1782,12,0,1794,24,923,-45,0.78,0.5,46,35,47,904,0.22,0.5,65,20,71,1865,503,1625,0.55,0.65,0.74,0.05,353,0.26,0.2,83,0.4,0.4,0.6,939,1599,0.3,195,0.7,401,0.0,1.0,71,1410,1316,0.93,A,202607
51130,2799,53,0,2852,51,719,367,0.73,0.5,11,69,133,2531,0.27,0.5,61,154,184,3036,806,1341,0.55,0.73,0.74,0.05,480,0.26,0.2,90,0.29,0.4,0.6,1377,2227,0.3,625,0.7,807,0.0,1.0,184,2368,2300,0.97,A,202607
51150,636,20,0,656,54,822,380,0.75,0.5,19,64,23,311,0.25,0.5,27,19,76,732,301,1486,0.55,0.65,0.74,0.05,140,0.26,0.2,68,0.64,0.4,0.6,509,736,0.3,-81,0.7,107,0.02,0.4,31,647,713,1.1,B,202607
51170,428,-1,0,427,,621,155,0.66,0.5,,,,0,0.34,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.47,0.4,0.6,0,492,0.3,-65,0.7,0,0.0,1.0,,0,0,,C,202607
51190,1,7,0,8,,409,183,0.66,0.5,,,,0,0.34,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.71,0.4,0.6,0,152,0.3,-144,0.7,0,0.0,1.0,,0,409,,C,202607
51210,493,13,0,506,,836,55,0.62,0.5,,,,333,0.38,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,0.37,0.4,0.6,0,508,0.3,-1,0.7,0,0.02,0.4,,0,650,,C,202607
51230,69,4,0,73,24,606,310,0.69,0.5,11,19,4,217,0.31,0.5,1,-1,29,102,40,1459,0.55,0.63,0.74,0.05,0,0.26,0.2,10,1.06,0.4,0.6,50,167,0.3,-94,0.7,-10,0.02,0.4,12,51,139,2.71,C,202607
51720,128,4,0,132,25,659,182,0.74,0.5,18,28,6,5,0.26,0.5,2,15,31,163,24,1552,0.55,0.57,0.74,0.05,1,0.26,0.2,16,2.6,0.4,0.6,41,142,0.3,-10,0.7,20,0.0,1.0,31,92,180,1.95,C,202607
51730,91,4,0,96,,621,38,0.68,0.5,,,,0,0.32,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,3.42,0.4,0.6,0,89,0.3,6,0.7,0,0.0,1.0,,0,0,,C,202607
51750,66,2,0,68,,602,117,0.72,0.5,,,,102,0.28,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.81,0.4,0.6,0,80,0.3,-12,0.7,0,0.0,1.0,,0,34,,C,202607
51760,52,4,0,57,,647,146,0.42,0.5,,,,32,0.58,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.71,0.4,0.6,0,65,0.3,-8,0.7,0,0.03,0.4,,0,0,,C,202607
51770,48,2,0,50,,427,180,0.61,0.5,,,,177,0.39,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,1.93,0.4,0.6,0,87,0.3,-37,0.7,0,0.0,1.0,,0,83,,C,202607
51780,29,3,0,32,,498,91,0.8,0.5,,,,7,0.2,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.15,0.4,0.6,0,76,0.3,-44,0.7,0,0.0,1.0,,0,30,,C,202607
51790,28,1,0,29,,744,76,0.9,0.5,,,,0,0.1,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.19,0.4,0.6,0,42,0.3,-13,0.7,0,0.0,1.0,,0,40,,C,202607
51800,24,3,0,27,,645,14,0.82,0.5,,,,0,0.18,0.5,,,,,0,,0.55,0.0,0.74,0.05,0,0.26,0.2,0,2.02,0.4,0.6,0,42,0.3,-15,0.7,0,0.0,1.0,,0,33,,C,202607
